ContaCurto;ContaNome;Data;Historico;Debito;Credito;SaldoAnterior;Saldo
188;Honorarios Contabeis;04/04/2025;VR.DEB.C/C HONORARIOS CONTABEIS N/MES;2790,7;0;-59940;-70908,1
188;Honorarios Contabeis;05/05/2025;VR.DEB.C/C HONORARIOS CONTABEIS N/MES;2790,7;0;-59940;-73698,8
188;Honorarios Contabeis;02/06/2025;VR.DEB.C/C HONORARIOS CONTABEIS N/MES;2790,7;0;-59940;-76489,5
188;Honorarios Contabeis;02/07/2025;VR.DEB.C/C HONORARIOS CONTABEIS N/MES;2790,7;0;-59940;-79280,2
189;Material de limpeza;07/01/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADO APOIO MINEIRO;144,04;0;-3681,38;-3825,42
189;Material de limpeza;07/01/2025;VR. DEB. C/C REF.GARRA DISTRIBUIDORA NF 5324;59,43;0;-3681,38;-3884,85
189;Material de limpeza;30/01/2025;VR. DEB. C/C REF. DJ DE OLIVEIRA DISTRIBUIDORA NF 102.257;70,44;0;-3681,38;-3955,29
189;Material de limpeza;03/02/2025;VR. DEB. C/C REF.EMBRASIL COMERCIO E IMPORTAÇÃO LTDA;51,6;0;-3681,38;-4006,89
189;Material de limpeza;06/02/2025;VR. DEB. C/C REF.GARRA DISTRIBUIDORA;83,34;0;-3681,38;-4090,23
189;Material de limpeza;06/02/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADO APOIO MINEIRO;50,87;0;-3681,38;-4141,1
189;Material de limpeza;07/02/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1240;33,9;0;-3681,38;-4175
189;Material de limpeza;24/03/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;51,78;0;-3681,38;-4226,78
189;Material de limpeza;24/03/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 123;31;0;-3681,38;-4257,78
189;Material de limpeza;29/04/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;41,9;0;-3681,38;-4299,68
189;Material de limpeza;08/05/2025;VR. DEB. C/C REF. GARRA COMERCIO LTDA NF 5606;48,8;0;-3681,38;-4348,48
189;Material de limpeza;09/05/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADO APOIO MINEIRO;259,21;0;-3681,38;-4607,69
189;Material de limpeza;18/06/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129;40,5;0;-3681,38;-4648,19
189;Material de limpeza;18/06/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 130;24;0;-3681,38;-4672,19
189;Material de limpeza;11/07/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;95,76;0;-3681,38;-4767,95
189;Material de limpeza;24/07/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131;25;0;-3681,38;-4792,95
189;Material de limpeza;29/07/2025;VR. DEB. C/C REF. LOJAO DO REAL;25;0;-3681,38;-4817,95
193;Lanches e Refeicoes;30/01/2025;VR. DEB. C/C REF. MEU PRATA SUPERMERCADOS EIRELI;177,9;0;-2941,06;-3118,96
193;Lanches e Refeicoes;14/02/2025;VR. DEB. C/C REF.ALMOCO DCJ;259;0;-2941,06;-3377,96
193;Lanches e Refeicoes;28/02/2025;VR. DEB. C/C REF. ALIMENTACAO DCJ;259;0;-2941,06;-3636,96
193;Lanches e Refeicoes;05/03/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;194,66;0;-2941,06;-3831,62
193;Lanches e Refeicoes;24/03/2025;VR. DEB. C/C REF. COMERCIAL SERRA DO CIPO;59,67;0;-2941,06;-3891,29
193;Lanches e Refeicoes;24/03/2025;VR. DEB. C/C REF. EMPORIO TREVO;21;0;-2941,06;-3912,29
193;Lanches e Refeicoes;31/03/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADO APOIO MINEIRO;157,44;0;-2941,06;-4069,73
193;Lanches e Refeicoes;29/04/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;166,36;0;-2941,06;-4236,09
193;Lanches e Refeicoes;26/05/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;172,38;0;-2941,06;-4408,47
193;Lanches e Refeicoes;25/06/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;166,44;0;-2941,06;-4574,91
193;Lanches e Refeicoes;18/07/2025;VR. DEB. C/C REF.MULTI FORMATO DISTRIBUIDORA;175,72;0;-2941,06;-4750,63
194;Locaçao de Equipamentos/ Veiculos;24/02/2025;VR. DEB. C/C REF. LOCAMONTE FL-116776;235;0;-180;-415
194;Locaçao de Equipamentos/ Veiculos;26/02/2025;VR. DEB. C/C REF. LOC JABO;100;0;-180;-515
194;Locaçao de Equipamentos/ Veiculos;28/02/2025;VR. DEB. C/C REF.LOCAMONTE FL-116883;300;0;-180;-815
194;Locaçao de Equipamentos/ Veiculos;28/04/2025;VR.PAGTO. N/CH  REF. HUGO VERNEK XAVIER NF 20250000000000018 - CAÇAMBA;500;0;-180;-1315
196;Reembolso de Quilometragem;11/03/2025;VR. DEB. C/C REF. ADEC ENTREGA LIVROS CONTABEIS 2019/2020/2021/2022/2023/2024;273,6;0;-3745,48;-4019,08
197;Despesas c/ Servicos Terceiros (PJ);08/04/2025;VR. DEB. C/C REF.SERVIÇOS ADM AMBIENTAIS - NSF-E 77 - Luciana da Silva;250;0;-4019,98;-4269,98
201;Combustivel/Lubrificantes/Troca Oleo ;07/01/2025;VR. DEB. C/C REF. CARVALHO ENGENHARIA LTDA;120;0;-2553,79;-2673,79
201;Combustivel/Lubrificantes/Troca Oleo ;08/01/2025;VR. DEB. C/C REF. PETRO SERRA AUTO POSTO LTDA;82,88;0;-2553,79;-2756,67
201;Combustivel/Lubrificantes/Troca Oleo ;10/01/2025;VR. DEB. C/C REF. SANTO POSTO LAGOA SANTA - COMERCIO DE COMBUSTIVEIS LTDA;100;0;-2553,79;-2856,67
201;Combustivel/Lubrificantes/Troca Oleo ;11/02/2025;VR. DEB. C/C REF. ABASTECIMENTO MOTO COND. REEMBOLSO WESLLEY;80,21;0;-2553,79;-2936,88
201;Combustivel/Lubrificantes/Troca Oleo ;24/02/2025;VR. DEB. C/C REF. POSTO ATP LTDA;98,35;0;-2553,79;-3035,23
201;Combustivel/Lubrificantes/Troca Oleo ;25/02/2025;VR. DEB. C/C REF.REEMBOLSO WESLLEY ABASTECIMENTO MOTO COND;34,99;0;-2553,79;-3070,22
201;Combustivel/Lubrificantes/Troca Oleo ;26/02/2025;VR. DEB. C/C REF. REEMBOLSO WESLLEY COMBUSTIVEL;60;0;-2553,79;-3130,22
201;Combustivel/Lubrificantes/Troca Oleo ;18/03/2025;VR. DEB. C/C REF.REEMBOLSO WESLLEY ABASTECIMENTO;80;0;-2553,79;-3210,22
201;Combustivel/Lubrificantes/Troca Oleo ;21/03/2025;VR. DEB. C/C REF.ABASTECIMENTO;120;0;-2553,79;-3330,22
201;Combustivel/Lubrificantes/Troca Oleo ;10/04/2025;VR. DEB. C/C REF.REEMBOLSO WESLLEY;100;0;-2553,79;-3430,22
201;Combustivel/Lubrificantes/Troca Oleo ;15/04/2025;VR. DEB. C/C REF.ABASTECIMENTO CARREFOUR;90;0;-2553,79;-3520,22
201;Combustivel/Lubrificantes/Troca Oleo ;02/05/2025;VR. DEB. C/C REF. REEMBOLSO WESLLEY COMBUSTIVEL - MOTO COND.;111,37;0;-2553,79;-3631,59
201;Combustivel/Lubrificantes/Troca Oleo ;06/05/2025;VR. DEB. C/C REF.REEMBOLSO COMBUSTIVEL;50;0;-2553,79;-3681,59
201;Combustivel/Lubrificantes/Troca Oleo ;26/05/2025;VR. DEB. C/C REF. REEMBOLSO ABASTECIMENTO;50;0;-2553,79;-3731,59
201;Combustivel/Lubrificantes/Troca Oleo ;29/05/2025;VR. DEB. C/C REF. REEMBOLSO ABASTECIMENTO MOTO COND.;80;0;-2553,79;-3811,59
201;Combustivel/Lubrificantes/Troca Oleo ;25/06/2025;VR. DEB. C/C REF.REEMBOLSO COMBUSTIVEL MOTO;100;0;-2553,79;-3911,59
201;Combustivel/Lubrificantes/Troca Oleo ;05/07/2025;VR. DEB. C/C REF.ABASTECIMENTO;70;0;-2553,79;-3981,59
201;Combustivel/Lubrificantes/Troca Oleo ;09/07/2025;VR. DEB. C/C REF.ABASTECIMENTO MOTO E ROÇADEIRA;105,01;0;-2553,79;-4086,6
201;Combustivel/Lubrificantes/Troca Oleo ;18/07/2025;VR. DEB. C/C REF. ABASTECIMENTO;70;0;-2553,79;-4156,6
205;Conservacao e manutencao de Motos;07/02/2025;VR. DEB. C/C REF.MEGGA MOTOS OS 11252;445;0;-2032;-2477
205;Conservacao e manutencao de Motos;14/02/2025;VR. DEB. C/C REF. MEGGA MOTOS OS11367;198;0;-2032;-2675
205;Conservacao e manutencao de Motos;27/03/2025;VR.DEB.C/C.REF.PAGTO MEGGA MOTOS OS 11618;200;0;-2032;-2875
205;Conservacao e manutencao de Motos;28/05/2025;VR. DEB. C/C REF. MEGGA MOTOS OS. 11849;50;0;-2032;-2925
206;Energia Eletrica;17/01/2025;VR.DEB.C/C CTA CEMIG N/MES;2600,22;0;-40867,87;-43468,09
206;Energia Eletrica;17/01/2025;VR.DEB.C/C CTA CEMIG N/MES;452,5;0;-40867,87;-43920,59
206;Energia Eletrica;17/01/2025;VR.DEB.C/C CTA CEMIG N/MES;166,34;0;-40867,87;-44086,93
206;Energia Eletrica;14/02/2025;VR.DEB.C/C CTA CEMIG N/MES;1615,21;0;-40867,87;-45702,14
206;Energia Eletrica;14/02/2025;VR.DEB.C/C CTA CEMIG N/MES;331,25;0;-40867,87;-46033,39
206;Energia Eletrica;17/03/2025;VR.DEB.C/C CTA CEMIG N/MES;1411,86;0;-40867,87;-47445,25
206;Energia Eletrica;17/03/2025;VR.DEB.C/C CTA CEMIG N/MES;331,42;0;-40867,87;-47776,67
206;Energia Eletrica;17/03/2025;VR.DEB.C/C CTA CEMIG N/MES;107,77;0;-40867,87;-47884,44
206;Energia Eletrica;17/04/2025;VR.DEB.C/C CTA CEMIG N/MES;421,16;0;-40867,87;-48305,6
206;Energia Eletrica;17/04/2025;VR.DEB.C/C CTA CEMIG N/MES;200,81;0;-40867,87;-48506,41
206;Energia Eletrica;19/05/2025;VR.DEB.C/C CTA CEMIG N/MES;1674,37;0;-40867,87;-50180,78
206;Energia Eletrica;19/05/2025;VR.DEB.C/C CTA CEMIG N/MES;338,23;0;-40867,87;-50519,01
206;Energia Eletrica;25/06/2025;VR.DEB.C/C CTA CEMIG N/MES;1646,78;0;-40867,87;-52165,79
206;Energia Eletrica;25/06/2025;VR.DEB.C/C CTA CEMIG N/MES;335,75;0;-40867,87;-52501,54
206;Energia Eletrica;25/06/2025;VR.DEB.C/C CTA CEMIG N/MES;124,23;0;-40867,87;-52625,77
206;Energia Eletrica;17/07/2025;VR.DEB.C/C CTA CEMIG N/MES;783,17;0;-40867,87;-53408,94
206;Energia Eletrica;17/07/2025;VR.DEB.C/C CTA CEMIG N/MES;221,9;0;-40867,87;-53630,84
206;Energia Eletrica;17/07/2025;VR.DEB.C/C CTA CEMIG N/MES;149,28;0;-40867,87;-53780,12
208;Despesas com transporte e entrega;09/01/2025;VR. DEB. C/C REF. REEMBOLSO UBER ENTREGADA DOCUMENTOS;53,49;0;-1950,11;-2003,6
208;Despesas com transporte e entrega;04/02/2025;VR. DEB. C/C REF. REEMBOLSO TRANSPORTE;30,95;0;-1950,11;-2034,55
208;Despesas com transporte e entrega;04/02/2025;VR. DEB. C/C REF.REEMBOLSO TRANSPORTE;17,98;0;-1950,11;-2052,53
208;Despesas com transporte e entrega;11/02/2025;VR. DEB. C/C REF. REEMBOLSO TRANSPORTE;83,94;0;-1950,11;-2136,47
208;Despesas com transporte e entrega;07/03/2025;VR. DEB. C/C REF. UBER ESCRITORIO ADEC E COMPRA DE TINTAS;78,52;0;-1950,11;-2214,99
208;Despesas com transporte e entrega;07/04/2025;VR. DEB. C/C REF. REEMBOLSO UBER - CAIXA EC.;36,07;0;-1950,11;-2251,06
208;Despesas com transporte e entrega;09/04/2025;VR. DEB. C/C REF. 99POP;35,9;0;-1950,11;-2286,96
208;Despesas com transporte e entrega;09/04/2025;VR. DEB. C/C REF. UBER- ENVIO DOCS;14,23;0;-1950,11;-2301,19
208;Despesas com transporte e entrega;29/04/2025;VR. DEB. C/C REF.REEMBOLSO UBER NSF;54,99;0;-1950,11;-2356,18
208;Despesas com transporte e entrega;10/06/2025;VR. DEB. C/C REF. UBER - ENVIO DE DOCUMENTOS;17,03;0;-1950,11;-2373,21
208;Despesas com transporte e entrega;20/06/2025;VR. DEB. C/C REF.UBER E 99POP;42,29;0;-1950,11;-2415,5
208;Despesas com transporte e entrega;25/07/2025;VR. DEB. C/C REF. ADMISSÃO FUNC - CARLOS ALMEIDA;239;0;-1950,11;-2654,5
209;Telefone/Internet;27/01/2025;VR.DEB.C/C TELEFONE VIVO;90,62;0;-2222,11;-2312,73
209;Telefone/Internet;25/02/2025;VR.DEB.C/C TELEFONE;90,62;0;-2222,11;-2403,35
209;Telefone/Internet;25/03/2025;VR.DEB.C/C TELEFONE;90,62;0;-2222,11;-2493,97
209;Telefone/Internet;25/04/2025;VR.DEB.C/C TELEFONE VIVO;90,62;0;-2222,11;-2584,59
209;Telefone/Internet;23/05/2025;VR.DEB.C/C TELEFONE;90,62;0;-2222,11;-2675,21
209;Telefone/Internet;25/06/2025;VR.DEB.C/C TELEFONE;90,62;0;-2222,11;-2765,83
209;Telefone/Internet;28/07/2025;VR.DEB.C/C TELEFONE;90,62;0;-2222,11;-2856,45
31;Despesas c/Chaveiro;13/01/2025;VR. DEB. C/C REF. JOAO CARLOS MARIA - ME NF: 584;176;0;0;-176
8;Seguros;24/01/2025;VR. DEB. C/C REF. TOKIO MARINE SEGURADORA S A;529,67;0;-5125,64;-5655,31
8;Seguros;26/02/2025;VR. DEB. C/C REF. TOKKIO MARINE SEGURADORA S A;529,6;0;-5125,64;-6184,91
8;Seguros;31/03/2025;VR. DEB. C/C REF.SEGURO MOTO;809,17;0;-5125,64;-6994,08
376;Despesas com Assembleia;28/03/2025;VR.DEB.C/C.REF.PAGTO. CARTORIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE JABOTICATUBAS-MG;471,96;0;-9001,66;-9473,62
376;Despesas com Assembleia;04/04/2025;VR. DEB. C/C REF.CONFECÇÃO ATA;300;0;-9001,66;-9773,62
376;Despesas com Assembleia;04/04/2025;VR. DEB. C/C REF.REEMBOLSO DESLOCAMENTO;273,6;0;-9001,66;-10047,22
48;Fretes e Carretos;08/01/2025;VR. DEB. C/C REF.MOBILIADORA JOSE MARINHO DA PAZ - CIPO MOVEIS;40;0;-1440,05;-1480,05
48;Fretes e Carretos;13/01/2025;VR. DEB. C/C REF.FRETE MINAS TEXTURAS LEONARDO RANGEL AMARAL GONCALVES LTDA NF 310;20;0;-1440,05;-1500,05
48;Fretes e Carretos;15/01/2025;VR. DEB. C/C REF.FRANCISCO GOMES;300;0;-1440,05;-1800,05
48;Fretes e Carretos;20/01/2025;VR. DEB. C/C REF. FABIANA B. CARNEIRO - CARRETO SANTA CRUZ;200;0;-1440,05;-2000,05
48;Fretes e Carretos;22/01/2025;VR. DEB. C/C REF.FRETE MERCADO LIVRE;14,9;0;-1440,05;-2014,95
48;Fretes e Carretos;30/01/2025;VR. DEB. C/C REF. FRETE MERCADO LIVRE;17,9;0;-1440,05;-2032,85
48;Fretes e Carretos;07/02/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1240;35;0;-1440,05;-2067,85
48;Fretes e Carretos;10/02/2025;VR. DEB. C/C REF. CARRETO FABRITELHAS;180;0;-1440,05;-2247,85
48;Fretes e Carretos;17/02/2025;VR. DEB. C/C REF.CARRTO AXF NF 1249;35;0;-1440,05;-2282,85
48;Fretes e Carretos;17/02/2025;VR. DEB. C/C REF.CARRETO AXF NF 1255;35;0;-1440,05;-2317,85
48;Fretes e Carretos;20/02/2025;VR. DEB. C/C REF. CARRETO - AXF MATERIAIS DE CONSTRUÇÃO NF 1254;35;0;-1440,05;-2352,85
48;Fretes e Carretos;20/02/2025;VR. DEB. C/C REF. FRETE - SOUZA DAMIANI LTDA NF 336.981;18,57;0;-1440,05;-2371,42
48;Fretes e Carretos;21/02/2025;VR. DEB. C/C REF.FRETE CLORAFER COMERCIO DE FERROS E METAIS LTDA NF 3285;35,61;0;-1440,05;-2407,03
48;Fretes e Carretos;24/02/2025;VR. DEB. C/C REF.ALMEIDA ACABAMENTOS FRETE;35;0;-1440,05;-2442,03
48;Fretes e Carretos;26/02/2025;VR. DEB. C/C REF. LOC JABO;80;0;-1440,05;-2522,03
48;Fretes e Carretos;26/02/2025;VR. DEB. C/C REF. ALMEIDA ACABAMENTOS FRETE;6,46;0;-1440,05;-2528,49
48;Fretes e Carretos;05/03/2025;VR. DEB. C/C REF.CARRETO AXF NF 1271;70;0;-1440,05;-2598,49
48;Fretes e Carretos;11/03/2025;VR. DEB. C/C REF. AXF CARRETO NF 1278;35;0;-1440,05;-2633,49
48;Fretes e Carretos;13/03/2025;VR. DEB. C/C REF.CARRETO FABRITELHAS;180;0;-1440,05;-2813,49
48;Fretes e Carretos;17/03/2025;VR. DEB. C/C REF. FRETE NEW POINT COMERCIO DE PRODUTOS (MERCADO LIVRE) NF 18.956;11;0;-1440,05;-2824,49
48;Fretes e Carretos;04/04/2025;VR. DEB. C/C REF. JMF COMERCIAL E SERVIÇOS LTDA NF 58.417 - FRETE;18,57;0;-1440,05;-2843,06
48;Fretes e Carretos;10/04/2025;VR. DEB. C/C REF. FRETE - MATERIAL HIDRAULICO;300;0;-1440,05;-3143,06
65;Material de divulgacao ;31/03/2025;VR. DEB. C/C REF.DANIELA SILVA NOG;100;0;0;-100
66;Material Eletrico;22/01/2025;VR. DEB. C/C REF. MFL ACESSORIOS LTDA NF 2.798.198;25,8;0;-6212,99;-6238,79
66;Material Eletrico;29/01/2025;VR. DEB. C/C REF.GMC COMPONENTES ELETRICOS E NF 510.980;128,97;0;-6212,99;-6367,76
66;Material Eletrico;07/02/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1240;297,6;0;-6212,99;-6665,36
66;Material Eletrico;11/03/2025;VR. DEB. C/C REF.CLICK REPAROS ATACADISTA (MERCADO LIVRE) NF 185.518;122,67;0;-6212,99;-6788,03
66;Material Eletrico;17/03/2025;VR. DEB. C/C REF.NEW POINT COMERCIO DE PRODUTOS (MERCADO LIVRE) NF 18.956;350,56;0;-6212,99;-7138,59
66;Material Eletrico;07/04/2025;VR. DEB. C/C REF. CASA VERMELHA TREM DE TUDO - COMPROVANTE DE VENDA 36671;92,6;0;-6212,99;-7231,19
66;Material Eletrico;18/06/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129;208;0;-6212,99;-7439,19
66;Material Eletrico;24/07/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131;35;0;-6212,99;-7474,19
99;Material de Escritorio/Toner/Manutenção Impressora;06/02/2025;VR. DEB. C/C REF. GARRA DISTRIBUIDORA;11,9;0;-948,96;-960,86
99;Material de Escritorio/Toner/Manutenção Impressora;14/03/2025;VR. DEB. C/C REF. SAO JOSE PAPELARIA E UTILIDADES;15;0;-948,96;-975,86
99;Material de Escritorio/Toner/Manutenção Impressora;24/03/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 123;20;0;-948,96;-995,86
99;Material de Escritorio/Toner/Manutenção Impressora;04/04/2025;VR. DEB. C/C REF. JMF COMERCIAL E SERVIÇOS LTDA NF 58.417;42,84;0;-948,96;-1038,7
99;Material de Escritorio/Toner/Manutenção Impressora;25/04/2025;VR. DEB. C/C REF. SUPRY PONT INFORMATICA LTDA NF 944.485;382,61;0;-948,96;-1421,31
99;Material de Escritorio/Toner/Manutenção Impressora;28/04/2025;VR. DEB. C/C REF. SAO JOSE PAPELARIA E UTILIDADES;17;0;-948,96;-1438,31
99;Material de Escritorio/Toner/Manutenção Impressora;29/04/2025;VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH;23,9;0;-948,96;-1462,21
99;Material de Escritorio/Toner/Manutenção Impressora;04/06/2025;VR. DEB. C/C REF. GARRA DISTRIBUIDORA;24,49;0;-948,96;-1486,7
115;Encadernaçao de livros;21/02/2025;VR. DEB. C/C REF. DELL ART;260;0;-1660;-1920
115;Encadernaçao de livros;25/03/2025;VR. DEB. C/C REF.DELL ART;260;0;-1660;-2180
121;Bens de Reduzido Valor;07/02/2025;VR. DEB. C/C REF.AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1240;37,5;0;-651,97;-689,47
121;Bens de Reduzido Valor;28/05/2025;VR. DEB. C/C REF.COMERCIAL PENA E LOPES LTDA NF 497.733;319;0;-651,97;-1008,47
121;Bens de Reduzido Valor;18/06/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129 (LIMA);18;0;-651,97;-1026,47
121;Bens de Reduzido Valor;20/06/2025;VR. DEB. C/C REF. MARCOS VALENTIM AMORIM NF 22.477 (ALICATE);65,99;0;-651,97;-1092,46
138;Reforma Portaria;10/02/2025;VR. DEB. C/C REF.FABRITELHAS INDUSTRIA COMERCIO E SERVIÇOS LTDA NF 4815;797,24;0;-38448,72;-39245,96
138;Reforma Portaria;11/02/2025;VR. DEB. C/C REF.WARCIO ELERSON CORREA NF 807;1446;0;-38448,72;-40691,96
138;Reforma Portaria;14/02/2025;VR. DEB. C/C REF. PARCELA OBRA DCJ;2500;0;-38448,72;-43191,96
138;Reforma Portaria;17/02/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1249;757,1;0;-38448,72;-43949,06
138;Reforma Portaria;17/02/2025;VR. DEB. C/C REF.AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1255;374;0;-38448,72;-44323,06
138;Reforma Portaria;18/02/2025;VR. DEB. C/C REF.XAVIER LOCAÇÕES;300;0;-38448,72;-44623,06
138;Reforma Portaria;20/02/2025;VR. DEB. C/C REF. FERRUM COMERCIO LTDA NF 6.000;407,16;0;-38448,72;-45030,22
138;Reforma Portaria;20/02/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO NF 1254;191,9;0;-38448,72;-45222,12
138;Reforma Portaria;20/02/2025;VR. DEB. C/C REF. CRONOS DISTRIBUIDORA LTDA NF 14.121;153,8;0;-38448,72;-45375,92
138;Reforma Portaria;20/02/2025;VR. DEB. C/C REF.SOUZA DAMIANI LTDA NF 336.981;72,34;0;-38448,72;-45448,26
138;Reforma Portaria;21/02/2025;VR. DEB. C/C REF. DEIDNE BARBOSA FONSECA;1700;0;-38448,72;-47148,26
138;Reforma Portaria;21/02/2025;VR. DEB. C/C REF. CLORAFER COMERCIO DE FERROS E METAIS LTDA NF 3285;78,88;0;-38448,72;-47227,14
138;Reforma Portaria;24/02/2025;VR. DEB. C/C REF. ALMEIDA ACABAMENTOS;515,7;0;-38448,72;-47742,84
138;Reforma Portaria;26/02/2025;VR. DEB. C/C REF. REAL COMERCIO LTDA NF 30853;345,99;0;-38448,72;-48088,83
138;Reforma Portaria;26/02/2025;VR. DEB. C/C REF. ALMEIDA ACABAMENTOS;43,34;0;-38448,72;-48132,17
138;Reforma Portaria;28/02/2025;VR. DEB. C/C REF.PARCELA FINAL DCJ;7500;0;-38448,72;-55632,17
138;Reforma Portaria;28/02/2025;VR. DEB. C/C REF. ALMEIDA ACABAMENTOS;67,5;0;-38448,72;-55699,67
144;Material Hidraulico;07/02/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1240;25;0;-9397,51;-9422,51
144;Material Hidraulico;07/04/2025;VR. DEB. C/C REF. AQUATUDO COMERCIAL LTDA NF 1599;1700,7;0;-9397,51;-11123,21
144;Material Hidraulico;22/04/2025;VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1.320;118,95;0;-9397,51;-11242,16
144;Material Hidraulico;24/07/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131;172;0;-9397,51;-11414,16
533;Material /Servico - Iluminação interna;23/05/2025;VR. DEB. C/C REF.VAGALUME ILUMINACAO PUBLICA LTDA NF 2025000000000231;4500;0;0;-4500
236;Conservação e Manutençao da Portaria;05/03/2025;VR. DEB. C/C REF. WEVERTON COSME - PINTURA PORTAO;900;0;-4000;-4900
236;Conservação e Manutençao da Portaria;06/03/2025;VR. DEB. C/C REF.JASON DIAS - VIDROS PORTARIA;1780;0;-4000;-6680
236;Conservação e Manutençao da Portaria;07/03/2025;VR. DEB. C/C REF.LEONARDO RANGEL (MINAS TEXTURAS) NF 327;151,9;0;-4000;-6831,9
236;Conservação e Manutençao da Portaria;10/03/2025;VR. DEB. C/C REF. WEVERTON COSME PINTURA PORTARIA 2/2;900;0;-4000;-7731,9
236;Conservação e Manutençao da Portaria;10/03/2025;VR. DEB. C/C REF. DEIDNE BARBOSA - NIVELAMENTO PISO PORTARIA;700;0;-4000;-8431,9
236;Conservação e Manutençao da Portaria;13/03/2025;VR. DEB. C/C REF. DEIDNE BARBOSA NIVELAMENTO DO PISO 2/2;400;0;-4000;-8831,9
236;Conservação e Manutençao da Portaria;17/04/2025;VR. DEB. C/C REF.REPARO ESTRUTURAL PORTARIA - DAIDNE BARBOSA;900;0;-4000;-9731,9
236;Conservação e Manutençao da Portaria;22/04/2025;VR. DEB. C/C REF. JASON DIAS - VIDROS PORTARIA;1095;0;-4000;-10826,9
236;Conservação e Manutençao da Portaria;22/04/2025;VR. DEB. C/C REF. REAL COMERCIO LTDA / LAGOA SANTA - NF 31517;203,31;0;-4000;-11030,21
236;Conservação e Manutençao da Portaria;02/05/2025;VR. DEB. C/C REF.CASSIA MARIA NFS-E 70;1980;0;-4000;-13010,21
236;Conservação e Manutençao da Portaria;12/05/2025;VR. DEB. C/C REF. MANUTENÇÃO PORTA DE VIDRO;450;0;-4000;-13460,21
236;Conservação e Manutençao da Portaria;12/05/2025;VR. DEB. C/C REF. WEVERTON COSME - PINTURA MEIO FIO;350;0;-4000;-13810,21
306;Material de Copa;22/04/2025;VR. DEB. C/C REF. IVAL COMERCIO S J ALMEIDA;39,8;0;-915,01;-954,81
306;Material de Copa;18/06/2025;VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129;35;0;-915,01;-989,81
230;Vale Transporte;06/01/2025;VR.DEB.C/C VT;1468,8;0;-16151,95;-17620,75
230;Vale Transporte;05/02/2025;VR.DEB.C/C VT;1468,8;0;-16151,95;-19089,55
230;Vale Transporte;05/03/2025;VR.DEB.C/C VT;1169,6;0;-16151,95;-20259,15
230;Vale Transporte;01/04/2025;VR.DEB.C/C VT;1169,6;0;-16151,95;-21428,75
230;Vale Transporte;14/04/2025;VR.DEB.C/C VT;217,6;0;-16151,95;-21646,35
230;Vale Transporte;02/05/2025;VR.DEB.C/C VT;1251,2;0;-16151,95;-22897,55
230;Vale Transporte;13/05/2025;VR.DEB.C/C CONSORCIO OTIMO DOC. E PERIODICO - LUIS F.;50;0;-16151,95;-22947,55
230;Vale Transporte;13/05/2025;VR.DEB.C/C REEMBOLSO VT - EXAME PERIODICO - SANDRO;30;0;-16151,95;-22977,55
230;Vale Transporte;02/06/2025;VR.DEB.C/C VT;1251,2;0;-16151,95;-24228,75
230;Vale Transporte;01/07/2025;VR.DEB.C/C VT;1169,6;0;-16151,95;-25398,35
